no,berita,tagging
267,arta - tipis badan iphone keluar baru muncul isu bahwa ponsel sebut mudah lengkung  rumor ini dera iphone 6 plus saat luncur tahun lalu ponsel yang milik tebal 7 1 milimeter itu gagal uji tes lengkung  iya  dalam beberapa uji tes yang unggah di video bagi youtube  badan ponsel sebut lengkung saat laku uji nah bagaimana dengan iphone 6s plus  milik tebal yang lebih tebal 0 2 milimeter dari dahulu  apakah mampu lewat uji lengkung  dalam video yang keluar fonefox di youtube  flagship baru apple ini nyata mampu lewat uji lengkung uji laku uji lengkung dengan guna tangan  dengan tempat dua jempol di tengah bodi iphone 6s plus  kemudian delapan jari lain tarik ke sisi lawan  nyata badan ponsel tidak ubah bentuk meski dengan kuat 30 persen hingga 100 persen keluar si uji  namun ponsel yang milik tebal 7 3 milimeter sebut lihat tidak lengkung dan tetap di posisi mula tak sampai di situ  uji kemudian minta bantu teman untuk kembali laku uji lengkung  hasil  dua uji tidak mampu lengkung iphone 6s plus seperti tahu  apple semat aluminium 7000 series yang klaim oleh apple sangat kuat dan stabil untuk tampung hardware dari perangkat ini ,Valid
268,134,""" Ja"
269,karta - keluh dari para guna iphone 6 plus bahwa handset milik gampang lengkung telah ban oleh apple  turut apple  asal guna hati  jadi itu tak perlu jadi apple memang aku bahwa ada guna iphone 6 plus yang alami bodi lengkung  namun jumlah tak banyak  turut juru bicara  sampai rabu  24 9 2014   jumlah yang adu karena masalah ini hanya 9 orang    iphone 6 punya unibody yang kuat dengan kekuataan ekstra  smartphone ini juga milik stainless steel dan titanium untuk lindung bagi bodi  masuk  guna kaca kuat dalam industri smartphone    ujar juru bicara apple  seperti detikinet kutip dari cnbc  jumat  26 9 2014  apple lanjut bahwa kerja mereka laku banyak tes untuk uji kekuataan dari iphone 6 plus masalah iphone 6 plus mudah lengkung lapor beberapa pakai  lengkap dengan foto  seperti cerita guna forum macrumors nama hanzon  dia aku cukup lama pasu iphone 6 plus ke dalam saku celana bagi depan  tidak 4 jam perangkat sebut ada di kantung saat di dalam celana sebut  hanzon tak keluar iphone 6 plus itu dan terus aktivitas biasa seperti  hasil  dia dapat bagi tengah smartphone baru itu agak bungkuk alam buruk juga alami oleh devinpitcher  dia juga taruh iphone 6 plus milik di saku depan  tak jelas berapa lama dia taruh  yang jelas itu cukup buat lengkung  ,Valid
270,135,"""Ini"
271,lah foto iphone 6 yang mudah lengkung edar di internet  seperti kutip dari mashable  rabu  24 9 2014   orang anggota forum macrumors bagi foto iphone 6 plus milik yang lengkung  hanzon  nama anggota itu  aku simpan iphone 6 plus di saku celana bagi depan saat setir  telah beberapa jam kantong  hanzon dapat iphone 6 sebut sudah ubah bentuk  bagi tengah sedikit lengkung kasus rupa juga lapor anggota forum macrumors  devinpitcher  ia cerita  iphone 6 plus milik rekan juga lengkung telah kantong di saku depan celana  buah foto iphone 6 lengkung ikut di-posting oleh devin dalam buah thread buah postingan di forum bahasa perancis  macbidouille  juga lapor kasus rupa  anggota forum ini juga serta foto iphone 6 milik rekan yang lengkung hanya gara-gara letak di kantong celana bagi depan kasus bengkok ini memang bukan yang pertama jadi  awal tahun ini  beberapa milik iphone 5s lapor ponsel milik lengkung meski tidak alami bentur dan juga tidak letak di saku bagi belakang atau duduk  sementara itu  pada tahun 2012  beberapa guna iphone 5 aku alami kasus sebut di perangkat mereka ,Hoax
272,136,"""Kab"
273,ar yang satu ini mungkin sangat guna bagi para konsumenyang niat beli iphone 6 plus saat rilis di pasar indonesia telah beberapa hari rilis di jumlah negara  smartphone anyar appleberlayar jumbo 5 5 inci itu mulai tuai protes dari guna turut lapor bagi guna iphone 6 plus  iphone layar besar itu nyata mudah lengkung bila terlalu lama disimpandi dalam saku celana jadi ini pertama kali lapor oleh orang pemilikiphone 6 nama hanzon di situs forummacrumors ia aku simpan iphone 6plus di dalam saku celana lama kurang lebih 4 jam  dan laku aktifitas sehari-hariseperti biasa saat keluar  hanzon kejut ketika ia lihat bagi tengahiphone 6 plus milik itu sedikit bungkuk   alias lengkung tak hanya hanzon  orang guna lain nama devin pitcherjuga ungkap keluh rupa di forum devin aku simpan iphone 6 plus anyarmiliknya di saku celana bagi depan  saat keluar  bagi tengah iphone 6 plus punmelengkuk seperti tank sanggup tahan tekan guna layar besar 5 5 inci memang khawatir akan ganggu nyaman guna namun masalah dimensi yang besar batas kenyam guna saat simpan di sakucelana tampak tidak pikir oleh apple  selain itu  apple juga nilai melakukankesalahan dengan pilih material campur metal-aluminium yang tidak terlalu solid sebagaibahan dasar rangka iphone 6 plus  mungkin rangka iphone sebut belum lulus uji utm  universal testing machine   uji utmberfungsi uji rangka iphone 6 plus dengan cara tekan dan di tarik hingga batas maksimal jika kuat yang di butuh untuk bengkok iphone sebut kecil  arti mudah bengkok ,Hoax
274,137,"""Di "
275,tengah tinggi minta konsumen hadap smartphone baru apple iphone 6 plus  edar kabar yang tidak senang  jumlah kecil guna ponsel big screen iphone 6 plus kabar laku komplain karena smartphone-nya mudah lengkung atau bengkok saat taruh di kantong   baca  jual apple iphone 6 dan iphone 6 plus tembus 10 juta unit  beberapa guna lapor masalah sebut lalu forum di internet lengkap dengan foto iphone 6 plus yang lengkung  umum di tengah hingga bagi atas handset  demikian lapor yang lansir dari zd net  24 9 2014   lipat iphone 6 plus yang lengkap layar 5 5 inci sebut prediksi karena tekan saat guna duduk ketika hp ada di kantong belakang celana namun lalu forum macrumors  salah satu milik iphone 6 plus dengan nama  hanzoh  klaim bahwa hp nya rusak  bengkok  telah simpan di kantong celana bagi depan lama sekitar 18 jam   baca  luncur galaxy note 4  samsung  iphone 6 plus hanya tiru  iphone 6 plus hingga kini rupa smartphone paling ramping dari apple dengan tebal sekitar 7 1 mm dan panjang sekitar 16cm  beberapa milik hp sebut spekulasi mudah bengkok iphone 6 plus karena tubuh yang terlalu tipis  hingga kini apple belum sedia beri komentar  ,Hoax
276,138,"""iPh"
277,one 6 plus nyata gampang lengkung ini di alami beberapa guna yang baru sadar usai terlalu lama di taruh di dalam saku  kena jadi kasus ini apple selaku vendor pabrikan di nilai teledor dalam pilih bahan material campur metal-aluminium alloy yang tidak terlalu padu yang di guna bagai bahan dasar rangka iphone 6 plus kasus gampang lengkung iphone 6 plus memang lagi ramai di gunjing ingat perangkat lunak buat apple ini baru di lepas ke pasar pada jum  at  19 9 2014  lalu  tentu saja ini ingat pada kasus iphone 4 yang di rilis pada tahun 2010  waktu itu publik gila teknologi sebut skandal   antennagate  karena di sinyalir rancang iphone 4 jadi salah di bagai antena yang sebab sering putus sambung jika sedang di pakai nelepon tanggap heboh kasus iphone 6 plus yang mudah lengkung jika di taruh di dalam saku  pihak aplle belum beri peryataan cara resmi  namun  mereka umum sedang selidik lapor soal masalah yang temu dalam sistem operasi  os  ios 8  bahkan  apple tarik os versi 8 0 1 tentu saja kasus ini akan di jadi para vendor rival untuk bagai alat serang  baru blackberry sela umum luncur blackberry passport ikut sindir kasus ini  ini di ungkap ceo blackberry john chen yang ikut serang lemah iphone 6 plus    bahkan kuat apa anda coba  anda tidak akan bisa bengkok blackberry passport   sindir chen ,Hoax
278,139,"""Per"
279,istiwa iphone 6 lengkung akhir ini penuh dunia maya  dorong ceo t-mobile  john legere merespon keras hal ini lansir dari ubergizmo  senin  6 10 2014   ceo yang kenal selalu blak-blakan dalam muka dapat  putus untuk lihat hal ini cara bijak    video yang gambar orang pria yang dapat laku  buat iphone 6 lengkung  - dan jika anda lihat wajah  dia mungkin sudah ubah jadi ungu  buluh darah lihat keluar lalu jari  apakah anda           dia juga merespon orang yang keluh hanya dengan letak di saku  iphone 6 mereka langsung lengkung    apa yang kau tahu  9 orang duduk ponsel mereka  pertama-tama mereka butuh jeans benar pas  karena jika tidak jeans yang kena bisa potong ponsel anda jadi dua ambil laptop anda  laku handstand denganya dan lempar ke tembok  semua itu               tegas legere tambah  meski apple tengah liput dengan skandal daya tahan iphone 6 yang lemah  semua itu nyata tidak buat minta ponsel anyar apple itu lemah  seperti yang tahu  beberapa waktu lalu  total banyak sembilan orang yang keluh soal daya tahan iphone 6 yang lemah dan mudah lengkung  hal ini tolak belakang dengan tes yang laku oleh consumer reports  dan hasil bukti daya tahan iphone 6 tidak lemah yang keluh ,Hoax
280,140,"""Jak"
281,arta  telah dapat kritik terus dari para guna iphone 6 plus  karena perangkat itu mudah sekali lengkung  apple pun lama lama  jengah  dengan keluh para konsumen dan langsung beri terang kait masalah itu sekaligus ban kualitas body iphone 6 plus yang ringkih apple memang aku bahwa ada guna iphone 6 plus yang alami bodi lengkung  namun jumlah tak banyak  turut juru bicara  jumlah yang adu karena masalah ini hanya 9 orang sampai rabu  24 9     iphone 6 punya unibody yang kuat dengan kuat ekstra  smartphone ini juga milik stainless steel dan titanium untuk lindung bagi bodi  masuk  guna kaca kuat dalam industri smartphone    ujar juru bicara apple  seperti bacaini kutip dari cnbc  jumat  26 9  apple lanjut bahwa kerja mereka laku banyak tes untuk uji kuat dari iphone 6 plus  namun  sampai saat ini belum tahu kenapa body iphone 6 plus mudah sekali lengkung  ,Hoax
282,141,"""Pro"
283,duk baru apple  yakni iphone 6 plus memang kerap keluh jumlah guna  sebab  produk yang satu ini milik lemah mudah lengkung  kalau terlalu lama simpan di saku celana apple dalam buat iphone 6 plus itu  nilai laku salah besar dengan pilih material campur metal-aluminium alloy yang tidak terlalu solid bagai bahan dasar rangka iphone 6 plus  hal itu buat mudah lengkung atas lemah itu  smartphone anyar apple layar jumbo 5 5 inci sebut  kini jadi bahan olok di bagai media sosial  jumlah kompetitor apple pun tak sia sempat ini untuk  hajar  apple turut berita yang lansir laman business insider  selasa  21 10 2014   hashtag  bendgate  atau yang bisa tafsir bagai  skandal lengkung  iphone 6 plus jadi topik hangat di jumlah media sosial  banyak guna twitter  path  serta jejaring sosial bagai foto lain yang ejek lemah iphone 6 plus itu contoh seperti yang laku akun twitter resmi brand makan ringan  kitkat  brand yang memang jalin kerjasama dengan google ini mem-posting buah foto yang sindir betapa ringkih rangka handset iphone 6  mereka juga kicau   kami tidak lengkung  kami  patah   bendgate  iphone6plus  ,Hoax
284,142,"""Saa"
285,t pertama luncur dua tahun lalu  iphone 6 dan 6 plus ramai masalah akibat kasus layar bengkok atau bendgate   kini  iphone 6 dan 6 plus kembali lapor alami masalah layar yang tak kalah parah julia bluff dari ifixit  sedia layan servis gadget muka  nyata bila banyak lini iphone 6 yang umur hampir dua tahun kena masalah touch disease   iphone 6 yang kena touch disease  layar sentuh sebut tidak fungsi  celaka  meski ifixit bisa laku baik  banyak kasus harus guna ganti iphone mereka ifixit jelas bila touch disease jadi akibat dua chip yang tanggung jawab atas fitur touchscreen pada iphone 6 rusak atau tidak saling hubung  nyata  touch disease sebut hubung dengan masalah bendgate ya  bodi iphone 6 dan iphone 6 plus yang lebih lemah dari seri iphone lain cara tidak langsung buat papan sirkuit ikut lengkung  buat chip atau sambung solder putus ironis  toko resmi apple dan tempat servis resmi apple sebut tidak punya alat yang padah untuk laku baik  sebab masalah touch disease harus si teknisi bongkar iphone  dan hal itu bukan perkara mudah beberapa korban  touch disease di apple forum juga sayang sulit cari klaim garansi atas masalah ini karena lengkung atau bengkok iphone kategori salah guna guna siasat masalah ini  ada orang guna yang paksa pasang karet gelang di iphone 6 plus agar layar bisa tetap fungsi  seperti yang lihat di gambar ikut ini  ,Valid
286,143,"""Bun"
287,tut kabar iphone plus yang keluh mudah bengkok  apple respons dengan ajak beberapa warta lihat proses uji kuat iphone 6 plus di laboratorium  dalam video uji iphone baru itu  apple tegas untuk buat iphone baru itu  laku beberapa uji  tak cukup hanya satu kali  tapi beberapa kali uji  hal ini untuk pasti sekaligus yakin kepada cinta iphone  bila apple tak main dalam hadir inovasi pada iphone baru  lansir recode net  jumat 26 september 2014  tes pertama sebut   sit test    pada tahap ini  rupa uji iphone baru dengan simulasi perangkat beban bobot tentu  apple gambar sit test ini  iphone 6 plus duduk oleh orang dewasa  pada video itu  iphone 6 plus lihat andal  tanpa cacat atau rusak  wakil presiden senior teknik perangkat keras apple  dan riccio  ungkap  tes ini rupa salah satu cara yang paling relevan untuk tunjuk khawatir langgan bila iphone bakal mudah rusak saat taruh di saku  riccio tegas apple laku tes ini lama   ribu kali    lanjut  uji dua sebut tes bengkok tiga titik  pada tahap ini  iphone beban dengan bobot sampai 25 kilogram  masih sama  iphone tetap masih kuat  tak bengkok  tes lanjut yaitu tes titik tekan  pada tahap ini  apple beban iphone dengan bobot 10 kg pada satu titik tentu  akhir  apple uji produk dengan tes torsi atau puntir  lihat pada fasilitas tes ini  iphone 6  iphone 6 plus  dan macbook pro putar lalu dua ujung yang telah kunci  ,Valid
288,144,"""App"
289,le cetak rekor jual 10 juta unit pada minggu pertama luncur iphone 6 dan iphone 6 plus  namun  beberapa lapor baru klaim bahwa seritersebut mudah  bengkok  di saku guna lapor dari sedikit bengkok perangkat iphone 6 muncul pada beberapa forum apple  isyarat bahwa beberapa item mulai lengkung telah simpan pada saku depan lama beberapa saat  orang anggota forum macrumors memposting buah foto iphone 6 plus nya telah beberapa jam letak di dalam saku depan celana saat kendara mobil  foto lain juga muncul di forum apple perancis macbidouille dan web-web lain lapor ini pada mula tanggap dengan gurau dan skeptisisme  namun turut macrumors  bengkok atau lengkung perangkat sebut benar masuk akal dari sudut pandang organik  pertama-tama  apple guna alumunium untuk wadah ponsel mereka  yang sifat sangat lembut dan dapat bengkok  selain itu  iphone 6 dan iphone plus juga lebih tipis dari seri belum  sehingga apabila guna beri tekan pada perangkat sebut  ada mungkin tekan itu akan ubah bentuk ponsel mereka masalah ini bahkan juga alami seri apple belum  juga ponsel xperia keluar sony  macrumors saran agar guna tidak simpan iphone mereka di saku  beberapa guna pilih untuk beri casing pada ponsel baru mereka  bagaimana  hal ini mungkin akan buat beberapa calon beli pikir ulang  jauh ini  belum ada jelas dari pihak apple kait fenomena ini  ,Valid
290,145,"""And"
291,a mungkin pernah dengar istilah bendgate  ya  tahun lalu  telah luncur iphone 6 plus  skandal besar yang juluk bendgate ini cuat ke bagai media  kasus ini begitu heboh di dunia teknologi karena saat itu iphone 6 plus mudah sekali bengkok  bahkan  kabar ketika tekuk dengan tangan pun iphone 6 plus langsung bengkok lalu  bagaimana dengan iphone 6s plus  apakah iphone baru ini juga alami kasus rupa  untung  untuk produk baru apple ini seperti tak akan terpa isu bendgate  pasal  dalam video durasi 5 menit ini telah lihat bahwa iphone 6s plus sangat sulit untuk bengkok video sebut tampil orang pemuda yang ingin bengkok iphone 6s plus dengan kuat tenaga  namun  usaha tak buah hasil sama sekali  baru  telah dia minta bantu salah orang teman  iphone sebut akhir lengkung juga  seperti yang lansir oleh news softpedia  25 9 15  meski demikian  dua pemuda itu aku bahwa iphone 6s plus tidak dapat tekuk dengan mudah  mereka sampai keluar tenaga ekstra untuk tekuk iphone sebut  lihat iphone 6s plus dapat lengkung lantar dua pemuda tadi tekuk di bagi struktur bodi yang lemah  ,Valid
